edp_number,sku,grouped_skus,image_detail,icons,vender_name,category_ids,series_01,series_02,outside_diameter,shank_diameter,flute_length,overall_length,morse_taper_no,surface_treatment,pilot_length,shank_type,point_angle,c_sink_angle,standard,raw_material,attribute_set,name (CHINESE),name (ENGLISH),type,product_type_id,description,price,short_description,status,qty,image,weight,tax_class_id,visibility
GR-SD-DL109,GR-SD-DL109,"YNDFBUNDF,YNDFBUODF,YNDFBUPDF,YNDFBUQDF,YNDFBURDF,YNDFBUSDF,YNDFBUTDF,YNDFBUUDF,YNDFBUVDF,YNDFBUWDF,YNDFBUXDF,YNDFBUYDF,YNDFBUZDF,YNDFBVADF,YNDFBVBDF,YNDFBVCDF,YNDFBVDDF,YNDFBVEDF,YNDFBVFDF,YNDFBVGDF,YNDFBVHDF,YNDFBVIDF,YNDFBVJDF,YNDFBVKDF,YNDFBVLDF,YNDFBVMDF,YNDFBVNDF,YNDFBVODF,YNDFBVPDF,YNDFBVQDF,YNDFBVRDF,YNDFBVSDF,YNDFBVTDF,YNDFBVUDF,YNDFBVVDF,YNDFBVWDF,YNDFBVXDF,YNDFBVYDF,YNDFBVZDF,YNDFBWADF,YNDFBWBDF",,,YG-1,"3,8,39",HSS Straight Shank Drill,DL109,,,,,,Bright,0,0,0,0,,HSS Co5 (M35),SD_drill_normal,HSSCo5(M35) 细长 直柄钻头 光亮色 DIN 338/N,HSSCo5(M35) Jobber Straight Shank Drill Bright DIN 338/N,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL126,GR-SD-DL126,"YNDMAAADF,YNDMAABDF,YNDMAACDF,YNDMAADDF,YNDMAAEDF,YNDMAAFDF,YNDMAAGDF,YNDMAAHDF,YNDMAAIDF,YNDMAAJDF,YNDMAAKDF,YNDMAALDF,YNDMAAMDF,YNDMAANDF,YNDMAAODF,YNDMAAPDF,YNDMAAQDF,YNDMAARDF,YNDMAASDF,YNDMAATDF,YNDMAAUDF,YNDMAAVDF,YNDMAAWDF,YNDMAAXDF,YNDMAAYDF,YNDMAAZDF,YNDMABADF,YNDMABBDF,YNDMABCDF,YNDMABDDF,YNDMABEDF,YNDMABFDF,YNDMABGDF,YNDMABHDF,YNDMABIDF,YNDMABJDF,YNDMABKDF,YNDMABLDF,YNDMABMDF,YNDMABNDF,YNDMABODF,YNDMABPDF,YNDMABQDF,YNDMABRDF,YNDMABSDF,YNDMABTDF,YNDMABUDF,YNDMABVDF,YNDMABWDF,YNDMABXDF,YNDMABYDF,YNDMABZDF,YNDMACADF,YNDMACBDF,YNDMACCDF,YNDMACDDF,YNDMACEDF,YNDMACFDF,YNDMACGDF,YNDMACHDF,YNDMACIDF,YNDMACJDF,YNDMACKDF,YNDMACLDF,YNDMACMDF,YNDMACNDF,YNDMACODF,YNDMACPDF,YNDMACQDF,YNDMACRDF,YNDMACSDF,YNDMACTDF,YNDMACUDF,YNDMACVDF,YNDMACWDF,YNDMACXDF,YNDMACYDF,YNDMACZDF,YNDMADADF",,,YG-1,"3,8,65",Worm Pattern Drill,DL126,,,,,,Bright,0,0,0,0,,HSS Co5 (M35),SD_drill_normal,HSSCo5(M35) 超长 DH100-直柄钻头 光亮色,HSSCo5(M35) Ex-Long DH100 Type Straight Shank Drill Bright,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL505,GR-SD-DL505,"YNDMADBDF,YNDMADCDF,YNDMADDDF,YNDMADEDF,YNDMADFDF,YNDMADGDF,YNDMADHDF,YNDMADIDF,YNDMADJDF,YNDMADKDF,YNDMADLDF,YNDMADMDF,YNDMADNDF,YNDMADODF,YNDMADPDF,YNDMADQDF,YNDMADRDF,YNDMADSDF,YNDMADTDF,YNDMADUDF,YNDMADVDF,YNDMADWDF,YNDMADXDF,YNDMADYDF,YNDMADZDF,YNDMAEADF,YNDMAEBDF,YNDMAECDF,YNDMAEDDF,YNDMAEEDF,YNDMAEFDF,YNDMAEGDF,YNDMAEHDF,YNDMAEIDF,YNDMAEJDF,YNDMAEKDF,YNDMAELDF,YNDMAEMDF,YNDMAENDF,YNDMAEODF,YNDMAEPDF,YNDMAEQDF,YNDMAERDF,YNDMAESDF,YNDMAETDF,YNDMAEUDF,YNDMAEVDF,YNDMAEWDF,YNDMAEXDF,YNDMAEYDF,YNDMAEZDF,YNDMAFADF,YNDMAFBDF,YNDMAFCDF,YNDMAFDDF,YNDMAFEDF,YNDMAFFDF,YNDMAFGDF,YNDMAFHDF,YNDMAFIDF,YNDMAFJDF,YNDMAFKDF,YNDMAFLDF,YNDMAFMDF,YNDMAFNDF,YNDMAFODF,YNDMAFPDF,YNDMAFQDF,YNDMAFRDF,YNDMAFSDF,YNDMAFTDF,YNDMAFUDF,YNDMAFVDF,YNDMAFWDF,YNDMAFXDF,YNDMAFYDF,YNDMAFZDF,YNDMAGADF,YNDMAGBDF,YNDMAGCDF,YNDMAGDDF,YNDMAGEDF,YNDMAGFDF,YNDMAGGDF,YNDMAGHDF,YNDMAGIDF,YNDMAGJDF,YNDMAGKDF,YNDMAGLDF,YNDMAGMDF,YNDMAGNDF,YNDMAGODF,YNDMAGPDF,YNDMAGQDF",,,YG-1,"3,8,65",Worm Pattern Drill,DL505,,,,,,Steam Homo,0,0,0,0,,HSS Co5 (M35),SD_drill_normal,HSSCo5(M35) 细长 DH100-直柄钻头 氧化发黑处理 DIN 338,HSSCo5(M35) Jobber DH100 Type Straight Shank Drill Steam Homo DIN 338,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL507,GR-SD-DL507,"YNDMAGRDF,YNDMAGSDF,YNDMAGTDF,YNDMAGUDF,YNDMAGVDF,YNDMAGWDF,YNDMAGXDF,YNDMAGYDF,YNDMAGZDF,YNDMAHADF,YNDMAHBDF,YNDMAHCDF,YNDMAHDDF,YNDMAHEDF,YNDMAHFDF,YNDMAHGDF,YNDMAHHDF,YNDMAHIDF,YNDMAHJDF,YNDMAHKDF,YNDMAHLDF,YNDMAHMDF,YNDMAHNDF,YNDMAHODF,YNDMAHPDF,YNDMAHQDF,YNDMAHRDF,YNDMAHSDF,YNDMAHTDF,YNDMAHUDF,YNDMAHVDF,YNDMAHWDF,YNDMAHXDF,YNDMAHYDF,YNDMAHZDF,YNDMAIADF,YNDMAIBDF,YNDMAICDF,YNDMAIDDF,YNDMAIEDF,YNDMAIFDF,YNDMAIGDF,YNDMAIHDF,YNDMAIIDF,YNDMAIJDF,YNDMAIKDF,YNDMAILDF,YNDMAIMDF,YNDMAINDF,YNDMAIODF,YNDMAIPDF,YNDMAIQDF,YNDMAIRDF,YNDMAISDF,YNDMAITDF,YNDMAIUDF,YNDMAIVDF,YNDMAIWDF,YNDMAIXDF,YNDMAIYDF,YNDMAIZDF,YNDMAJADF,YNDMAJBDF,YNDMAJCDF,YNDMAJDDF,YNDMAJEDF,YNDMAJFDF,YNDMAJGDF,YNDMAJHDF,YNDMAJIDF,YNDMAJJDF,YNDMAJKDF,YNDMAJLDF,YNDMAJMDF,YNDMAJNDF,YNDMAJODF,YNDMAJPDF,YNDMAJQDF,YNDMAJRDF,YNDMAJSDF,YNDMAJTDF,YNDMAJUDF,YNDMAJVDF,YNDMAJWDF,YNDMAJXDF,YNDMAJYDF,YNDMAJZDF,YNDMAKADF",,,YG-1,"3,8,65",Worm Pattern Drill,DL507,,,,,,Bright,0,0,0,0,,HSS Co5 (M35),SD_drill_normal,HSSCo5(M35) 超长 DH50-直柄钻头 光亮色,HSSCo5(M35) EX-Long DH50 Type Straight Shank Drill Bright,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL504,GR-SD-DL504,"YNDMAKBDF,YNDMAKCDF,YNDMAKDDF,YNDMAKEDF,YNDMAKFDF,YNDMAKGDF,YNDMAKHDF,YNDMAKIDF,YNDMAKJDF,YNDMAKKDF,YNDMAKLDF,YNDMAKMDF,YNDMAKNDF,YNDMAKODF,YNDMAKPDF,YNDMAKQDF,YNDMAKRDF,YNDMAKSDF,YNDMAKTDF,YNDMAKUDF,YNDMAKVDF,YNDMAKWDF,YNDMAKXDF,YNDMAKYDF,YNDMAKZDF,YNDMALADF,YNDMALBDF,YNDMALCDF,YNDMALDDF,YNDMALEDF,YNDMALFDF,YNDMALGDF,YNDMALHDF,YNDMALIDF,YNDMALJDF,YNDMALKDF,YNDMALLDF,YNDMALMDF,YNDMALNDF,YNDMALODF,YNDMALPDF,YNDMALQDF,YNDMALRDF,YNDMALSDF,YNDMALTDF,YNDMALUDF,YNDMALVDF,YNDMALWDF,YNDMALXDF",,,YG-1,"3,8,65",Worm Pattern Drill,DL504,,,,,,Steam Homo,0,0,0,0,,HSS Co5 (M35),SD_drill_normal,HSSCo5(M35) 长 DH100-直柄钻头 氧化发黑处理 DIN 340,HSSCo5(M35) Long DH100 Type Straight Shank Drill Steam Homo DIN 340,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-DL600,GR-SD-DL600,"YNDMALYDF,YNDMALZDF,YNDMAMADF,YNDMAMBDF,YNDMAMCDF,YNDMAMDDF,YNDMAMEDF,YNDMAMFDF,YNDMAMGDF,YNDMAMHDF,YNDMAMIDF,YNDMAMJDF,YNDMAMKDF,YNDMAMLDF,YNDMAMMDF,YNDMAMNDF,YNDMAMODF,YNDMAMPDF,YNDMAMQDF,YNDMAMRDF,YNDMAMSDF,YNDMAMTDF,YNDMAMUDF,YNDMAMVDF,YNDMAMWDF,YNDMAMXDF,YNDMAMYDF,YNDMAMZDF,YNDMANADF,YNDMANBDF,YNDMANCDF,YNDMANDDF,YNDMANEDF,YNDMANFDF,YNDMANGDF,YNDMANHDF,YNDMANIDF,YNDMANJDF,YNDMANKDF",,,YG-1,"3,8,65",Worm Pattern Drill,DL600,,,,,,Bright,0,0,0,0,,HSS Co5 (M35),SD_drill_normal,HSSCo5(M35) 超长 DH100-直柄钻头 光亮色 DIN 1869/1,HSSCo5(M35) Ex-Long DH100 Type Straight Shank Drill Bright DIN 1869/1,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2306,GR-SD-D2306,"YNDHABDDF,YNDHABEDF,YNDHABFDF,YNDHABGDF,YNDHABHDF,YNDHABIDF,YNDHABJDF,YNDHABKDF,YNDHABLDF",,,YG-1,"3,8,61",NC SPOTTING Drill,D2306,,,,,,0,0,0,90°,0,,HSS Co8 (M42),SD_nc_drill,HSSCo8(M42) 定心钻头(90角度),HSSCo8(M42) NC Spotting Drill(90deg.),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2307,GR-SD-D2307,"YNDHABMDF,YNDHABNDF,YNDHABODF,YNDHABPDF,YNDHABQDF,YNDHABRDF,YNDHABSDF,YNDHABTDF,YNDHABUDF",,,YG-1,"3,8,61",NC SPOTTING Drill,D2307,,,,,,0,0,0,120°,0,,HSS Co8 (M42),SD_nc_drill,HSSCo8(M42) 定心钻头(120角度),HSSCo8(M42) NC Spotting Drill(120deg.),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2104,GR-SD-D2104,"YNDFBWCDF,YNDFBWDDF,YNDFBWEDF,YNDFBWFDF,YNDFBWGDF,YNDFBWHDF,YNDFBWIDF,YNDFBWJDF,YNDFBWKDF,YNDFBWLDF,YNDFBWMDF,YNDFBWNDF,YNDFBWODF,YNDFBWPDF,YNDFBWQDF,YNDFBWRDF,YNDFBWSDF,YNDFBWTDF,YNDFBWUDF,YNDFBWVDF,YNDFBWWDF,YNDFBWXDF,YNDFBWYDF,YNDFBWZDF,YNDFBXADF,YNDFBXBDF,YNDFBXCDF,YNDFBXDDF,YNDFBXEDF,YNDFBXFDF,YNDFBXGDF,YNDFBXHDF,YNDFBXIDF,YNDFBXJDF,YNDFBXKDF,YNDFBXLDF,YNDFBXMDF,YNDFBXNDF,YNDFBXODF,YNDFBXPDF,YNDFBXQDF,YNDFBXRDF,YNDFBXSDF,YNDFBXTDF,YNDFBXUDF,YNDFBXVDF,YNDFBXWDF,YNDFBXXDF,YNDFBXYDF,YNDFBXZDF,YNDFBYADF,YNDFBYBDF,YNDFBYCDF,YNDFBYDDF,YNDFBYEDF,YNDFBYFDF,YNDFBYGDF,YNDFBYHDF,YNDFBYIDF,YNDFBYJDF,YNDFBYKDF,YNDFBYLDF,YNDFBYMDF,YNDFBYNDF,YNDFBYODF,YNDFBYPDF,YNDFBYQDF,YNDFBYRDF,YNDFBYSDF,YNDFBYTDF,YNDFBYUDF,YNDFBYVDF,YNDFBYWDF,YNDFBYXDF,YNDFBYYDF,YNDFBYZDF,YNDFBZADF,YNDFBZBDF,YNDFBZCDF,YNDFBZDDF,YNDFBZEDF,YNDFBZFDF,YNDFBZGDF,YNDFBZHDF,YNDFBZIDF,YNDFBZJDF,YNDFBZKDF,YNDFBZLDF,YNDFBZMDF",,,YG-1,"3,8,59",HSS Straight Shank Drill,D2104,,,,,,Coloring,0,0,0,0,,HSS Co8 (M42),SD_drill_normal,HSSCo8(M42) 长 直柄钻头 彩色涂层 DIN 340/N,HSSCo8(M42) Long Straight Shank Drill Coloring DIN 340/N,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2105,GR-SD-D2105,"YNDFBZNDF,YNDFBZODF,YNDFBZPDF,YNDFBZQDF,YNDFBZRDF,YNDFBZSDF,YNDFBZTDF,YNDFBZUDF,YNDFBZVDF,YNDFBZWDF,YNDFBZXDF,YNDFBZYDF,YNDFBZZDF,YNDFCAADF,YNDFCABDF,YNDFCACDF,YNDFCADDF,YNDFCAEDF,YNDFCAFDF,YNDFCAGDF,YNDFCAHDF,YNDFCAIDF,YNDFCAJDF,YNDFCAKDF,YNDFCALDF,YNDFCAMDF,YNDFCANDF,YNDFCAODF,YNDFCAPDF,YNDFCAQDF,YNDFCARDF,YNDFCASDF,YNDFCATDF,YNDFCAUDF,YNDFCAVDF,YNDFCAWDF,YNDFCAXDF,YNDFCAYDF,YNDFCAZDF,YNDFCBADF,YNDFCBBDF,YNDFCBCDF,YNDFCBDDF,YNDFCBEDF,YNDFCBFDF,YNDFCBGDF,YNDFCBHDF,YNDFCBIDF,YNDFCBJDF,YNDFCBKDF,YNDFCBLDF,YNDFCBMDF,YNDFCBNDF,YNDFCBODF,YNDFCBPDF,YNDFCBQDF,YNDFCBRDF,YNDFCBSDF,YNDFCBTDF,YNDFCBUDF,YNDFCBVDF,YNDFCBWDF,YNDFCBXDF,YNDFCBYDF,YNDFCBZDF,YNDFCCADF,YNDFCCBDF,YNDFCCCDF,YNDFCCDDF,YNDFCCEDF,YNDFCCFDF,YNDFCCGDF,YNDFCCHDF,YNDFCCIDF,YNDFCCJDF,YNDFCCKDF,YNDFCCLDF,YNDFCCMDF,YNDFCCNDF,YNDFCCODF,YNDFCCPDF,YNDFCCQDF,YNDFCCRDF,YNDFCCSDF,YNDFCCTDF,YNDFCCUDF,YNDFCCVDF,YNDFCCWDF,YNDFCCXDF,YNDFCCYDF,YNDFCCZDF,YNDFCDADF,YNDFCDBDF,YNDFCDCDF,YNDFCDDDF,YNDFCDEDF,YNDFCDFDF,YNDFCDGDF,YNDFCDHDF,YNDFCDIDF,YNDFCDJDF,YNDFCDKDF,YNDFCDLDF,YNDFCDMDF,YNDFCDNDF,YNDFCDODF,YNDFCDPDF,YNDFCDQDF,YNDFCDRDF,YNDFCDSDF,YNDFCDTDF,YNDFCDUDF,YNDFCDVDF,YNDFCDWDF,YNDFCDXDF,YNDFCDYDF,YNDFCDZDF,YNDFCEADF,YNDFCEBDF,YNDFCECDF,YNDFCEDDF,YNDFCEEDF,YNDFCEFDF,YNDFCEGDF,YNDFCEHDF,YNDFCEIDF,YNDFCEJDF,YNDFCEKDF,YNDFCELDF,YNDFCEMDF",,,YG-1,"3,8,59",HSS Straight Shank Drill,D2105,,,,,,Coloring,0,0,0,0,,HSS Co8 (M42),SD_drill_normal,HSSCo8(M42) 细长 直柄钻头 彩色涂层 DIN 338/N,HSSCo8(M42) Jobber Straight Shank Drill Coloring DIN 338/N,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2107,GR-SD-D2107,"YNDFCENDF,YNDFCEODF,YNDFCEPDF,YNDFCEQDF,YNDFCERDF,YNDFCESDF,YNDFCETDF,YNDFCEUDF,YNDFCEVDF,YNDFCEWDF,YNDFCEXDF,YNDFCEYDF,YNDFCEZDF,YNDFCFADF,YNDFCFBDF,YNDFCFCDF,YNDFCFDDF,YNDFCFEDF,YNDFCFFDF,YNDFCFGDF,YNDFCFHDF,YNDFCFIDF,YNDFCFJDF,YNDFCFKDF,YNDFCFLDF,YNDFCFMDF,YNDFCFNDF,YNDFCFODF,YNDFCFPDF,YNDFCFQDF,YNDFCFRDF,YNDFCFSDF,YNDFCFTDF,YNDFCFUDF,YNDFCFVDF,YNDFCFWDF,YNDFCFXDF,YNDFCFYDF,YNDFCFZDF,YNDFCGADF,YNDFCGBDF,YNDFCGCDF,YNDFCGDDF,YNDFCGEDF,YNDFCGFDF,YNDFCGGDF,YNDFCGHDF,YNDFCGIDF,YNDFCGJDF,YNDFCGKDF,YNDFCGLDF,YNDFCGMDF,YNDFCGNDF,YNDFCGODF,YNDFCGPDF,YNDFCGQDF,YNDFCGRDF,YNDFCGSDF,YNDFCGTDF,YNDFCGUDF,YNDFCGVDF,YNDFCGWDF,YNDFCGXDF,YNDFCGYDF,YNDFCGZDF,YNDFCHADF,YNDFCHBDF,YNDFCHCDF,YNDFCHDDF,YNDFCHEDF,YNDFCHFDF,YNDFCHGDF,YNDFCHHDF,YNDFCHIDF,YNDFCHJDF,YNDFCHKDF,YNDFCHLDF,YNDFCHMDF,YNDFCHNDF,YNDFCHODF,YNDFCHPDF,YNDFCHQDF,YNDFCHRDF,YNDFCHSDF,YNDFCHTDF,YNDFCHUDF,YNDFCHVDF,YNDFCHWDF,YNDFCHXDF,YNDFCHYDF,YNDFCHZDF,YNDFCIADF,YNDFCIBDF,YNDFCICDF,YNDFCIDDF,YNDFCIEDF,YNDFCIFDF,YNDFCIGDF,YNDFCIHDF,YNDFCIIDF,YNDFCIJDF,YNDFCIKDF,YNDFCILDF,YNDFCIMDF,YNDFCINDF,YNDFCIODF,YNDFCIPDF,YNDFCIQDF,YNDFCIRDF,YNDFCISDF,YNDFCITDF,YNDFCIUDF,YNDFCIVDF,YNDFCIWDF,YNDFCIXDF,YNDFCIYDF,YNDFCIZDF,YNDFCJADF,YNDFCJBDF,YNDFCJCDF,YNDFCJDDF,YNDFCJEDF,YNDFCJFDF,YNDFCJGDF,YNDFCJHDF,YNDFCJIDF,YNDFCJJDF,YNDFCJKDF,YNDFCJLDF,YNDFCJMDF,YNDFCJNDF,YNDFCJODF,YNDFCJPDF,YNDFCJQDF,YNDFCJRDF,YNDFCJSDF,YNDFCJTDF,YNDFCJUDF,YNDFCJVDF,YNDFCJWDF,YNDFCJXDF,YNDFCJYDF,YNDFCJZDF,YNDFCKADF,YNDFCKBDF,YNDFCKCDF,YNDFCKDDF,YNDFCKEDF,YNDFCKFDF,YNDFCKGDF,YNDFCKHDF,YNDFCKIDF,YNDFCKJDF,YNDFCKKDF,YNDFCKLDF,YNDFCKMDF,YNDFCKNDF,YNDFCKODF,YNDFCKPDF,YNDFCKQDF,YNDFCKRDF,YNDFCKSDF,YNDFCKTDF,YNDFCKUDF,YNDFCKVDF,YNDFCKWDF,YNDFCKXDF,YNDFCKYDF,YNDFCKZDF,YNDFCLADF,YNDFCLBDF,YNDFCLCDF",,,YG-1,"3,8,59",HSS Straight Shank Drill,D2107,,,,,,Coloring,0,0,0,0,,HSS Co8 (M42),SD_drill_normal,HSSCo8(M42) 超短 直柄钻头 彩色涂层 DIN 1897,HSSCo8(M42) Stub Straight Shank Drill Coloring DIN 1897,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-D2101,GR-SD-D2101,"YNDFCLDDF,YNDFCLEDF,YNDFCLFDF,YNDFCLGDF,YNDFCLHDF,YNDFCLIDF,YNDFCLJDF,YNDFCLKDF,YNDFCLLDF,YNDFCLMDF,YNDFCLNDF,YNDFCLODF,YNDFCLPDF,YNDFCLQDF,YNDFCLRDF,YNDFCLSDF,YNDFCLTDF,YNDFCLUDF,YNDFCLVDF,YNDFCLWDF,YNDFCLXDF,YNDFCLYDF,YNDFCLZDF,YNDFCMADF,YNDFCMBDF,YNDFCMCDF,YNDFCMDDF,YNDFCMEDF,YNDFCMFDF,YNDFCMGDF,YNDFCMHDF,YNDFCMIDF,YNDFCMJDF,YNDFCMKDF,YNDFCMLDF,YNDFCMMDF,YNDFCMNDF,YNDFCMODF,YNDFCMPDF,YNDFCMQDF,YNDFCMRDF,YNDFCMSDF,YNDFCMTDF,YNDFCMUDF,YNDFCMVDF,YNDFCMWDF,YNDFCMXDF,YNDFCMYDF,YNDFCMZDF,YNDFCNADF,YNDFCNBDF,YNDFCNCDF,YNDFCNDDF,YNDFCNEDF,YNDFCNFDF,YNDFCNGDF,YNDFCNHDF,YNDFCNIDF,YNDFCNJDF,YNDFCNKDF,YNDFCNLDF,YNDFCNMDF,YNDFCNNDF,YNDFCNODF,YNDFCNPDF,YNDFCNQDF,YNDFCNRDF,YNDFCNSDF,YNDFCNTDF,YNDFCNUDF,YNDFCNVDF,YNDFCNWDF,YNDFCNXDF,YNDFCNYDF,YNDFCNZDF,YNDFCOADF,YNDFCOBDF,YNDFCOCDF,YNDFCODDF,YNDFCOEDF,YNDFCOFDF,YNDFCOGDF,YNDFCOHDF,YNDFCOIDF,YNDFCOJDF,YNDFCOKDF,YNDFCOLDF,YNDFCOMDF,YNDFCONDF,YNDFCOODF,YNDFCOPDF,YNDFCOQDF,YNDFCORDF,YNDFCOSDF,YNDFCOTDF,YNDFCOUDF,YNDFCOVDF,YNDFCOWDF,YNDFCOXDF,YNDFCOYDF,YNDFCOZDF,YNDFCPADF,YNDFCPBDF,YNDFCPCDF,YNDFCPDDF,YNDFCPEDF,YNDFCPFDF,YNDFCPGDF,YNDFCPHDF,YNDFCPIDF,YNDFCPJDF",,,YG-1,"3,8,59",HSS Straight Shank Drill,D2101,,,,,,Coloring,0,0,0,0,,HSS Co8 (M42),SD_drill_normal,HSSCo8(M42) 常规 直柄钻头 彩色涂层,HSSCo8(M42) Regular Straight Shank Drill Coloring,grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-CDRA03,GR-SD-CDRA03,"YNDGAAADF,YNDGAABDF,YNDGAACDF,YNDGAADDF,YNDGAAEDF,YNDGAAFDF,YNDGAAGDF,YNDGAAHDF,YNDGAAIDF,YNDGAAJDF,YNDGAAKDF,YNDGAALDF,YNDGAAMDF,YNDGAANDF,YNDGAAODF,YNDGAAPDF,YNDGAAQDF,YNDGAARDF,YNDGAASDF,YNDGAATDF,YNDGAAUDF,YNDGAAVDF,YNDGAAWDF,YNDGAAXDF,YNDGAAYDF,YNDGAAZDF,YNDGABADF,YNDGABBDF,YNDGABCDF,YNDGABDDF,YNDGABEDF,YNDGABFDF,YNDGABGDF,YNDGABHDF,YNDGABIDF,YNDGABJDF,YNDGABKDF,YNDGABLDF,YNDGABMDF,YNDGABNDF,YNDGABODF,YNDGABPDF,YNDGABQDF,YNDGABRDF,YNDGABSDF,YNDGABTDF,YNDGABUDF,YNDGABVDF,YNDGABWDF,YNDGABXDF,YNDGABYDF,YNDGABZDF,YNDGACADF,YNDGACBDF,YNDGACCDF,YNDGACDDF,YNDGACEDF,YNDGACFDF,YNDGACGDF,YNDGACHDF,YNDGACIDF,YNDGACJDF,YNDGACKDF,YNDGACLDF,YNDGACMDF,YNDGACNDF,YNDGACODF,YNDGACPDF,YNDGACQDF,YNDGACRDF,YNDGACSDF,YNDGACTDF,YNDGACUDF,YNDGACVDF,YNDGACWDF,YNDGACXDF,YNDGACYDF,YNDGACZDF,YNDGADADF,YNDGADBDF,YNDGADCDF,YNDGADDDF,YNDGADEDF,YNDGADFDF,YNDGADGDF,YNDGADHDF,YNDGADIDF,YNDGADJDF,YNDGADKDF,YNDGADLDF,YNDGADMDF,YNDGADNDF,YNDGADODF,YNDGADPDF,YNDGADQDF,YNDGADRDF,YNDGADSDF,YNDGADTDF,YNDGADUDF,YNDGADVDF,YNDGADWDF,YNDGADXDF,YNDGADYDF,YNDGADZDF,YNDGAEADF,YNDGAEBDF,YNDGAECDF,YNDGAEDDF,YNDGAEEDF,YNDGAEFDF,YNDGAEGDF,YNDGAEHDF,YNDGAEIDF,YNDGAEJDF,YNDGAEKDF,YNDGAELDF,YNDGAEMDF,YNDGAENDF,YNDGAEODF,YNDGAEPDF,YNDGAEQDF",,,YG-1,"3,8,60",Multi-1 Drill,CDRA03,,,,,,TiAlN,0,PLAIN,0,0,,Premium Powder Metallurgy HSS,SD_drill_normal,Multi-1 钻头 超短(TiAlN涂层),Multi-1 Drill Stub(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
GR-SD-CDRA04,GR-SD-CDRA04,"YNDGAERDF,YNDGAESDF,YNDGAETDF,YNDGAEUDF,YNDGAEVDF,YNDGAEWDF,YNDGAEXDF,YNDGAEYDF,YNDGAEZDF,YNDGAFADF,YNDGAFBDF,YNDGAFCDF,YNDGAFDDF,YNDGAFEDF,YNDGAFFDF,YNDGAFGDF,YNDGAFHDF,YNDGAFIDF,YNDGAFJDF,YNDGAFKDF,YNDGAFLDF,YNDGAFMDF,YNDGAFNDF,YNDGAFODF,YNDGAFPDF,YNDGAFQDF,YNDGAFRDF,YNDGAFSDF,YNDGAFTDF,YNDGAFUDF,YNDGAFVDF,YNDGAFWDF,YNDGAFXDF,YNDGAFYDF,YNDGAFZDF,YNDGAGADF,YNDGAGBDF,YNDGAGCDF,YNDGAGDDF,YNDGAGEDF,YNDGAGFDF,YNDGAGGDF,YNDGAGHDF,YNDGAGIDF,YNDGAGJDF,YNDGAGKDF,YNDGAGLDF,YNDGAGMDF,YNDGAGNDF,YNDGAGODF,YNDGAGPDF,YNDGAGQDF,YNDGAGRDF,YNDGAGSDF,YNDGAGTDF,YNDGAGUDF,YNDGAGVDF,YNDGAGWDF,YNDGAGXDF,YNDGAGYDF,YNDGAGZDF,YNDGAHADF,YNDGAHBDF,YNDGAHCDF,YNDGAHDDF,YNDGAHEDF,YNDGAHFDF,YNDGAHGDF,YNDGAHHDF,YNDGAHIDF,YNDGAHJDF,YNDGAHKDF,YNDGAHLDF,YNDGAHMDF,YNDGAHNDF,YNDGAHODF,YNDGAHPDF,YNDGAHQDF,YNDGAHRDF,YNDGAHSDF,YNDGAHTDF,YNDGAHUDF,YNDGAHVDF,YNDGAHWDF,YNDGAHXDF,YNDGAHYDF,YNDGAHZDF,YNDGAIADF,YNDGAIBDF,YNDGAICDF,YNDGAIDDF,YNDGAIEDF,YNDGAIFDF,YNDGAIGDF,YNDGAIHDF,YNDGAIIDF,YNDGAIJDF,YNDGAIKDF,YNDGAILDF,YNDGAIMDF,YNDGAINDF,YNDGAIODF,YNDGAIPDF,YNDGAIQDF,YNDGAIRDF,YNDGAISDF,YNDGAITDF,YNDGAIUDF,YNDGAIVDF,YNDGAIWDF,YNDGAIXDF",,,YG-1,"3,8,60",Multi-1 Drill,CDRA04,,,,,,TiAlN,0,PLAIN,0,0,,Premium Powder Metallurgy HSS,SD_drill_normal,Multi-1 钻头 细长(TiAlN涂层),Multi-1 Drill Jobber(TiAlN),grouped,grouped,,888888,,Enable,10,,1,4,4
